make,model,type,year,fuel_type,daily_rate,status,location_city,location_state,location_latitude,location_longitude
Land Rover,Discovery,suv,2017,GASOLINE,89,,Newcastle,WA,47.544565,-122.162691
Land Rover,Range Rover Sport,suv,2018,GASOLINE,180,,Newcastle,WA,47.542932,-122.163548
Ford,F-150,truck,2018,GASOLINE,115,,Newcastle,WA,47.544463,-122.16265
Toyota,Prius,car,2012,HYBRID,35,,Seattle,WA,47.423762,-122.29637
Ford,Explorer,suv,2019,GASOLINE,85,,Newcastle,WA,47.543021,-122.163296
Jeep,Wrangler,suv,2017,GASOLINE,75,,Seattle,WA,47.523161,-122.304193
Toyota,FJ Cruiser,suv,2008,GASOLINE,89,,Seattle,WA,47.649415,-122.322607
MINI,Cooper Countryman,car,2015,GASOLINE,59,,Seattle,WA,47.563117,-122.375591
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,80,,Newcastle,WA,47.542904,-122.163945
Alfa Romeo,4C,car,2016,GASOLINE,399,,Bellevue,WA,47.546845,-122.195002
Ford,Mustang,car,2020,GASOLINE,499,,Newcastle,WA,47.542988,-122.164311
Toyota,Prius c,car,2015,HYBRID,34,,Seattle,WA,47.650604,-122.32397
BMW,5 Series,car,2011,GASOLINE,120,,Seattle,WA,47.559828,-122.286831
Cadillac,ATS,car,2013,GASOLINE,38,,Renton,WA,47.464525,-122.209119
Nissan,Altima,car,2012,GASOLINE,37,,Des Moines,WA,47.407863,-122.313663
Alfa-romeo,Stelvio,suv,2020,GASOLINE,98,,Newcastle,WA,47.544934,-122.162898
Nissan,Sentra,car,2013,GASOLINE,35,,Des Moines,WA,47.408038,-122.31406
Suzuki,Kizashi,car,2013,GASOLINE,44,,Seattle,WA,47.649104,-122.323792
Mercedes-Benz,C-Class,car,2015,GASOLINE,93,,Seattle,WA,47.617644,-122.327579
Honda,Ridgeline,truck,2011,GASOLINE,52,,Seattle,WA,47.572543,-122.308739
Mercedes-Benz,G-Class,suv,2009,GASOLINE,450,,Auburn,WA,47.330985,-122.220881
Subaru,Outback,suv,2019,GASOLINE,65,,Bellevue,WA,47.621365,-122.137358
Toyota,Corolla Hybrid,car,2020,HYBRID,54,,Newcastle,WA,47.544981,-122.162919
Dodge,Caravan,minivan,2007,GASOLINE,44,,Seattle,WA,47.649522,-122.323846
Kia,Soul,car,2016,GASOLINE,50,,Federal Way,WA,47.290332,-122.331915
Toyota,Sienna,minivan,2018,GASOLINE,63,,Seattle,WA,47.696125,-122.325973
Nissan,Versa,car,2012,GASOLINE,40,,Seattle,WA,47.56317,-122.377495
Chevrolet,Bolt EV,car,2019,ELECTRIC,60,,Kent,WA,47.376002,-122.28138
Nissan,Altima,car,2017,GASOLINE,45,,Gig Harbor,WA,47.324778,-122.650924
Subaru,Impreza,car,2019,GASOLINE,48,,Bellevue,WA,47.621389,-122.13749
Honda,Civic,car,2008,GASOLINE,34,,Seattle,WA,47.649573,-122.322336
Honda,Odyssey,minivan,2013,GASOLINE,79,,Shoreline,WA,47.762373,-122.356801
Chevrolet,Aveo,car,2010,GASOLINE,20,,Renton,WA,47.452929,-122.197827
Mazda,6,car,2006,GASOLINE,34,,Seattle,WA,47.648974,-122.32412
Porsche,Cayenne,suv,2014,GASOLINE,128,,Auburn,WA,47.263249,-122.284889
Lexus,CT 200h,car,2014,HYBRID,59,,Seattle,WA,47.694972,-122.325905
Toyota,RAV4 Hybrid,suv,2018,HYBRID,79,,Milton,WA,47.250456,-122.327138
Ford,Mustang,car,2018,GASOLINE,59,,Seattle,WA,47.513483,-122.32925
Land Rover,Range Rover Sport,suv,2011,GASOLINE,127,,Newcastle,WA,47.532611,-122.180094
Jeep,Wrangler,suv,2018,GASOLINE,89,,Puyallup,WA,47.1642,-122.358555
Maserati,Ghibli,car,2014,GASOLINE,150,,Bellevue,WA,47.59053,-122.17088
Toyota,Highlander,suv,2019,GASOLINE,110,,Edmonds,WA,47.786107,-122.343772
Chevrolet,Silverado 2500HD,truck,2009,DIESEL,56,,Olympia,WA,46.997461,-122.86722
Toyota,Prius,car,2015,HYBRID,45,,Milton,WA,47.252015,-122.326556
Toyota,Prius,car,2013,HYBRID,45,,Milton,WA,47.250837,-122.326087
Ford,F-150,truck,2008,GASOLINE,41,,Sumner,WA,47.146825,-122.151247
Toyota,Corolla,car,2010,GASOLINE,39,,Redmond,WA,47.645302,-122.109978
Ford,Edge,suv,2019,GASOLINE,60,,Auburn,WA,47.264134,-122.283025
Mercedes-Benz,E-Class,car,2017,GASOLINE,109,,North Bend,WA,47.493023,-121.772522
Mercedes-Benz,C-Class,car,2012,GASOLINE,58,,Parkland,WA,47.153209,-122.419173
Honda,Fit,car,2011,GASOLINE,32,,Sanford,FL,28.762869,-81.300137
Chevrolet,Tahoe,suv,2018,GASOLINE,98,,Oviedo,FL,28.626618,-81.245807
Volkswagen,Touareg,suv,2014,GASOLINE,70,,Sanford ,FL,28.808625,-81.337167
Nissan,GT-R,car,2016,GASOLINE,409,,Clermont,FL,28.640953,-81.774981
Dodge,Grand Caravan,minivan,2018,GASOLINE,50,,Altamonte Springs,FL,28.661612,-81.393871
Porsche,Boxster,car,2010,GASOLINE,89,,Maitland,FL,28.628653,-81.346973
Mazda,3,car,2016,GASOLINE,35,,Longwood,FL,28.687883,-81.43314
smart,fortwo,car,2018,ELECTRIC,40,,Sanford,FL,28.812434,-81.266562
BMW,6 Series,car,2015,GASOLINE,95,,Lake Mary,FL,28.781147,-81.324796
BMW,5 Series,car,2016,GASOLINE,70,,Longwood,FL,28.707856,-81.412032
Volkswagen,Jetta,car,2016,GASOLINE,30,,Orlando,FL,28.575155,-81.238888
Chevrolet,Silverado 1500 Hybrid,truck,2012,HYBRID,55,,Orlando,FL,28.570879,-81.215995
BMW,I8,car,2019,HYBRID,229,,Lake Mary,FL,28.789546,-81.388067
Tesla,Model S,car,2013,ELECTRIC,94,,Orlando,FL,28.549131,-81.158162
Land Rover,Range Rover Velar,suv,2018,GASOLINE,159,,Lake Mary,FL,28.790022,-81.389058
Chevrolet,Traverse,suv,2012,GASOLINE,40,,Oviedo,FL,28.684294,-81.207931
Honda,Civic Sedan,car,2019,GASOLINE,40,,Altamonte Springs,FL,28.661938,-81.393782
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,100,,Orlando,FL,28.364488,-81.328059
Tesla,Model 3,car,2019,ELECTRIC,149,,Orlando,FL,28.546694,-81.170874
Polaris,Slingshot,car,2016,GASOLINE,109,,Orlando,FL,28.549092,-81.158305
Audi,Q3,suv,2018,GASOLINE,70,,Orlando,FL,28.365359,-81.327447
Volkswagen,Jetta,car,2014,GASOLINE,28,,Orlando,FL,28.575493,-81.239963
Mercedes-Benz,GLC-Class,suv,2017,GASOLINE,75,,orlando,FL,28.561522,-81.29295
BMW,X5,suv,2017,GASOLINE,89,,orlando,FL,28.560959,-81.292713
Volkswagen,Jetta,car,2012,GASOLINE,27,,Orlando,FL,28.574795,-81.238784
Hyundai,Elantra,car,2013,GASOLINE,25,,Sanford,FL,28.804258,-81.265858
Volkswagen,Atlas,suv,2019,GASOLINE,90,,Winter Park,FL,28.610381,-81.360073
Toyota,Camry,car,2018,GASOLINE,40,,Altamonte Springs,FL,28.657828,-81.369279
Land Rover,Range Rover Evoque,suv,2013,GASOLINE,64,,Orlando,FL,28.561015,-81.29177
Audi,Q3,suv,2017,GASOLINE,59,,Maitland,FL,28.627942,-81.348518
Chevrolet,Camaro,car,2015,GASOLINE,119,,Orlando,FL,28.469205,-81.267409
Audi,Q5,suv,2014,GASOLINE,60,,Maitland,FL,28.628962,-81.347448
Audi,A3,car,2016,GASOLINE,69,,Maitland,FL,28.628826,-81.349252
Chevrolet,Camaro,car,2016,GASOLINE,136,,Orlando,FL,28.468883,-81.265763
Audi,Q5,suv,2016,GASOLINE,68,,Orlando,FL,28.561929,-81.292556
Jeep,Wrangler,suv,2015,GASOLINE,80,,Maitland,FL,28.645056,-81.363667
Volkswagen,Tiguan,suv,2018,GASOLINE,59,,Winter Park,FL,28.609909,-81.359177
BMW,I8,car,2019,HYBRID,299,,Winter Garden,FL,28.515106,-81.618913
Ford,Mustang,car,2018,GASOLINE,73,,Orlando,FL,28.371745,-81.280851
Dodge,Durango,suv,2013,GASOLINE,40,,Maitland,FL,28.643914,-81.362315
Chevrolet,Silverado 1500,truck,2012,GASOLINE,38,,Orlando,FL,28.487182,-81.489137
Dodge,Grand Caravan,minivan,2012,GASOLINE,40,,Orlando,FL,28.530744,-81.484884
Chrysler,Pacifica,minivan,2017,GASOLINE,75,,Orlando,FL,28.370427,-81.279564
Toyota,Corolla,car,2020,GASOLINE,49,,Orlando,FL,28.5468,-81.170138
Honda,CR-V,suv,2008,GASOLINE,29,,Altamonte Springs,FL,28.640426,-81.390012
Ford,Fusion,car,2017,GASOLINE,78,,Orlando,FL,28.469542,-81.266467
Nissan,Murano,suv,2010,GASOLINE,36,,Orlando,FL,28.360143,-81.457395
Volkswagen,Jetta,car,2019,GASOLINE,37,,Winter Park,FL,28.603782,-81.353048
Kia,Spectra,car,2009,GASOLINE,23,,Altamonte Springs,FL,28.640594,-81.388966
Kia,Sedona,minivan,2015,GASOLINE,49,,Orlando,FL,28.371659,-81.280877
Lincoln,MKZ,car,2014,GASOLINE,35,,Orlando,FL,28.477023,-81.396625
Toyota,Corolla,car,2016,GASOLINE,42,,Titusville,FL,28.576568,-80.817794
Nissan,Sentra,car,2017,GASOLINE,68,,Orlando,FL,28.46942,-81.26663
Hyundai,Sonata,car,2013,GASOLINE,37,,Titusville,FL,28.576194,-80.815106
Honda,CR-V,suv,2018,GASOLINE,51,,Orlando,FL,28.513659,-81.46479
Ford,Mustang,car,2015,GASOLINE,29,,Orlando,FL,28.546902,-81.376204
Ford,Focus,car,2016,GASOLINE,68,,Orlando,FL,28.467716,-81.266742
Chevrolet,Equinox,suv,2015,GASOLINE,36,,Kissimmee,FL,28.338788,-81.646701
Volkswagen,Tiguan,suv,2018,GASOLINE,45,,Orlando,FL,28.372267,-81.280334
Jaguar,XF,car,2013,GASOLINE,30,,Orlando,FL,28.546246,-81.376782
Ford,Fusion,car,2015,GASOLINE,32,,Kissimmee,FL,28.338769,-81.64671
Ford,Fusion,car,2013,GASOLINE,32,,Orlando,FL,28.46063,-81.366493
Hyundai,Elantra,car,2019,GASOLINE,39,,Orlando,FL,28.51229,-81.463704
Hyundai,Elantra,car,2019,GASOLINE,39,,Orlando,FL,28.513387,-81.46437
Nissan,Altima,car,2015,GASOLINE,32,,Altamonte Springs,FL,28.650132,-81.361569
Nissan,Altima,car,2013,GASOLINE,29,,Titusville,FL,28.575548,-80.816278
Volkswagen,Jetta,car,2016,GASOLINE,39,,Orlando,FL,28.372106,-81.279329
Kia,Optima,car,2012,GASOLINE,28,,Kissimmee,FL,28.338609,-81.64663
Kia,Soul,car,2018,GASOLINE,32,,Orlando,FL,28.370855,-81.281287
Mitsubishi,Outlander,suv,2017,GASOLINE,35,,Orlando,FL,28.371592,-81.278496
Jeep,Cherokee,suv,2015,GASOLINE,35,,Orlando,FL,28.43595,-81.556923
Hyundai,Sonata,car,2010,GASOLINE,26,,Sanford,FL,28.811007,-81.283946
Nissan,Altima,car,2011,GASOLINE,28,,Orlando,FL,28.476554,-81.395784
Hyundai,Elantra,car,2020,GASOLINE,35,,Orlando,FL,28.370935,-81.280003
Nissan,Versa,car,2019,GASOLINE,25,,Altamonte Springs,FL,28.64962,-81.361759
Nissan,Versa,car,2015,GASOLINE,25,,Orlando,FL,28.47739,-81.39544
FIAT,500,car,2012,GASOLINE,20,,Orlando,FL,28.54666,-81.377734
Hyundai,Accent,car,2018,GASOLINE,30,,Orlando,FL,28.37052,-81.279395
Hyundai,Accent,car,2017,GASOLINE,26,,Orlando,FL,28.540295,-81.371703
Chevrolet,Aveo,car,2011,GASOLINE,24,,Orlando,FL,28.476714,-81.396662
Chevrolet,Corvette,car,2017,GASOLINE,126,,Daly City,CA,37.653724,-122.455093
Tesla,Model S,car,2013,ELECTRIC,75,,Millbrae,CA,37.603094,-122.386912
Jaguar,F-TYPE,car,2020,GASOLINE,135,,South San Francisco,CA,37.641421,-122.412459
Porsche,718 Boxster,car,2017,GASOLINE,119,,San Francisco,CA,37.763552,-122.393442
Mazda,MX-5 Miata,car,2017,GASOLINE,80,,San Bruno,CA,37.633001,-122.410688
Honda,Accord,car,2009,GASOLINE,43,,San Bruno,CA,37.631986,-122.411733
Chevrolet,Volt,car,2013,HYBRID,36,,South San Francisco,CA,37.644696,-122.406011
BMW,Z4,car,2011,GASOLINE,99,,Burlingame,CA,37.593989,-122.363749
Porsche,911,car,2013,GASOLINE,179,,San Francisco,CA,37.7624,-122.392998
Land Rover,Range Rover Sport,suv,2014,GASOLINE,129,,Burlingame,CA,37.594017,-122.363695
Ford,Mustang,car,2016,GASOLINE,89,,Burlingame,CA,37.594017,-122.363625
BMW,4 Series,car,2014,GASOLINE,99,,Burlingame,CA,37.594004,-122.363729
Honda,Accord Hybrid,car,2015,HYBRID,55,,Foster City,CA,37.547615,-122.259734
Tesla,Model S,car,2017,ELECTRIC,87,,South San Francisco,CA,37.67189,-122.430321
BMW,2 Series,car,2014,GASOLINE,79,,Burlingame,CA,37.593801,-122.363612
BMW,Z4,car,2011,GASOLINE,85,,Millbrae,CA,37.593563,-122.38899
Tesla,Model X,suv,2016,ELECTRIC,124,,San Mateo,CA,37.554997,-122.307136
Volkswagen,Jetta,car,2019,GASOLINE,44,,South San Francisco,CA,37.65722,-122.415589
Tesla,Model S,car,2017,ELECTRIC,118,,Hillsborough,CA,37.578135,-122.364864
BMW,3 Series,car,2014,GASOLINE,79,,Burlingame,CA,37.594004,-122.363604
Nissan,Versa,car,2015,GASOLINE,33,,San Mateo,CA,37.573555,-122.335743
Porsche,718 Boxster,car,2017,GASOLINE,198,,South San Francisco,CA,37.641511,-122.404668
Volkswagen,Passat,car,2014,GASOLINE,42,,San Mateo,CA,37.573924,-122.335546
BMW,3 Series,car,2015,GASOLINE,79,,Burlingame,CA,37.593797,-122.363712
Chevrolet,Corvette Stingray,car,2014,GASOLINE,135,,San Bruno,CA,37.619206,-122.417973
Porsche,718 Boxster,car,2017,GASOLINE,198,,South San Francisco,CA,37.640932,-122.404405
Porsche,911,car,2013,GASOLINE,248,,South San Francisco,CA,37.642082,-122.403753
Kia,Forte,car,2011,GASOLINE,33,,San Mateo,CA,37.572865,-122.336241
BMW,3 Series,car,2014,GASOLINE,56,,San Mateo,CA,37.573811,-122.335439
Porsche,911,car,2017,GASOLINE,298,,South San Francisco,CA,37.641998,-122.40438
Tesla,Model 3,car,2018,ELECTRIC,109,,San Francisco,CA,37.758597,-122.418116
Jeep,Grand Cherokee,suv,2014,GASOLINE,99,,Burlingame,CA,37.594019,-122.363683
Mazda,MX-5 Miata,car,2016,GASOLINE,100,,South San Francisco,CA,37.667207,-122.401688
Tesla,Model 3,car,2018,ELECTRIC,80,,San Francisco,CA,37.808102,-122.410535
Tesla,Model 3,car,2018,ELECTRIC,126,,San Francisco,CA,37.78618,-122.413701
Jeep,Wrangler,suv,2015,GASOLINE,89,,Burlingame,CA,37.593974,-122.363567
Honda,Civic,car,2008,HYBRID,34,,San Bruno,CA,37.6345,-122.411033
Toyota,Yaris,car,2009,GASOLINE,34,,San Bruno,CA,37.632164,-122.412087
Tesla,Model 3,car,2017,ELECTRIC,100,,San Francisco,CA,37.759321,-122.427349
BMW,5 Series,car,2014,GASOLINE,72,,Oakland,CA,37.7124,-122.218984
Jeep,Grand Cherokee,suv,2015,GASOLINE,99,,Burlingame,CA,37.593503,-122.364296
Honda,Civic,car,2008,GASOLINE,36,,San Bruno,CA,37.634326,-122.4108
Mercedes-Benz,S-Class,car,2018,GASOLINE,220,,San Francisco,CA,37.748988,-122.389421
Tesla,Model S,car,2015,ELECTRIC,74,,San Mateo,CA,37.541045,-122.30839
Tesla,Model S,car,2013,ELECTRIC,99,,San Francisco,CA,37.762646,-122.398954
Infiniti,QX60,suv,2016,GASOLINE,90,,San Mateo,CA,37.521252,-122.330372
Porsche,Macan,suv,2015,GASOLINE,198,,South San Francisco,CA,37.64076,-122.403989
Toyota,4Runner,suv,2019,GASOLINE,89,,Burlingame,CA,37.591536,-122.338554
Porsche,Macan,suv,2015,GASOLINE,198,,South San Francisco,CA,37.641523,-122.404658
Porsche,Macan,suv,2015,GASOLINE,198,,South San Francisco,CA,37.64099,-122.404496
Nissan,370Z,car,2013,GASOLINE,65,,San Mateo,CA,37.570124,-122.331525
Porsche,Cayenne,suv,2016,GASOLINE,198,,South San Francisco,CA,37.641655,-122.404634
Porsche,Macan,suv,2017,GASOLINE,198,,South San Francisco,CA,37.641912,-122.40499
Audi,R8,car,2011,GASOLINE,379,,San Bruno,CA,37.620548,-122.416872
Ford,Fusion Energi,car,2017,HYBRID,60,,San Francisco,CA,37.768978,-122.411484
Mercedes-Benz,C-Class,car,2018,GASOLINE,108,,Sausalito,CA,37.875663,-122.520419
Porsche,Cayenne,suv,2016,GASOLINE,248,,South San Francisco,CA,37.642093,-122.403813
Toyota,Yaris,car,2015,GASOLINE,36,,Millbrae,CA,37.594724,-122.38826
Toyota,Prius Prime,car,2017,HYBRID,109,,San Francisco,CA,37.758066,-122.428422
Mercedes-Benz,GLE-Class,suv,2016,GASOLINE,69,,Mountain View,CA,37.408923,-122.084555
Ford,Mustang,car,2018,GASOLINE,66,,San Bruno,CA,37.606629,-122.426543
Tesla,Model X,suv,2017,ELECTRIC,175,,Oakland,CA,37.820869,-122.249988
Toyota,Prius,car,2016,HYBRID,50,,South San Francisco,CA,37.650183,-122.391603
BMW,X3,suv,2017,GASOLINE,60,,San Mateo,CA,37.545868,-122.283389
Tesla,Model S,car,2017,ELECTRIC,120,,San Francisco,CA,37.775931,-122.390396
Jaguar,F-TYPE,car,2018,GASOLINE,174,,South San Francisco,CA,37.647666,-122.453694
GMC,Acadia,suv,2010,GASOLINE,78,,Millbrae,CA,37.58844,-122.411838
Porsche,911,car,2013,GASOLINE,248,,San Bruno,CA,37.619886,-122.416281
Tesla,Model 3,car,2018,ELECTRIC,135,,Healdsuburg,CA,38.609988,-122.871765
Honda,Odyssey,minivan,2015,GASOLINE,70,,Pacifica,CA,37.595076,-122.479042
Mercedes-Benz,S-Class,car,2016,GASOLINE,400,,San Francisco,CA,37.748901,-122.389857
BMW,4 Series,car,2018,GASOLINE,129,,San Bruno ,CA,37.631218,-122.412291
Tesla,Model 3,car,2019,ELECTRIC,149,,San Bruno,CA,37.626206,-122.406035
Dodge,Grand Caravan,minivan,2015,GASOLINE,60,,San Francisco,CA,37.758913,-122.428891
Toyota,Tundra,truck,2017,GASOLINE,95,,Calistoga,CA,38.592527,-122.599399
Ferrari,California,car,2012,GASOLINE,599,,Burlingame,CA,37.589659,-122.340808
Tesla,Model 3,car,2018,ELECTRIC,110,,San Francisco,CA,37.774016,-122.390024
Tesla,Model 3,car,2020,ELECTRIC,120,,Springfield,MO,37.251766,-93.265016
Jeep,Wrangler,suv,2018,GASOLINE,99,,Republic,MO,37.103778,-93.454777
Lincoln,MKC,suv,2015,GASOLINE,50,,Springfield,MO,37.252018,-93.265087
Chevrolet,HHR,car,2010,GASOLINE,45,,Springfield,MO,37.189499,-93.248003
Toyota,Tundra,truck,2011,GASOLINE,65,,Nixa,MO,37.079793,-93.288812
Jeep,Wrangler,suv,2009,GASOLINE,99,,Nixa,MO,37.055421,-93.252292
Tesla,Model S,car,2017,ELECTRIC,99,,San Jose,CA,37.236292,-121.796013
Honda,Odyssey,minivan,2008,GASOLINE,30,,San Jose,CA,37.318992,-121.976264
Audi,S5,car,2018,GASOLINE,130,,San Jose,CA,37.406713,-121.940476
Infiniti,QX60,suv,2016,GASOLINE,69,,San Jose,CA,37.402377,-121.86187
Mazda,MX-5 Miata,car,2016,GASOLINE,70,,Santa Clara,CA,37.326,-121.971975
Tesla,Model 3,car,2017,ELECTRIC,70,,Cupertino,CA,37.32693,-122.005416
Tesla,Model S,car,2013,ELECTRIC,89,,San Jose,CA,37.399094,-121.924493
Mercedes-Benz,CLA-Class,car,2018,GASOLINE,56,,Sunnyvale,CA,37.384873,-122.02086
Toyota,Prius,car,2014,HYBRID,40,,San Jose,CA,37.350213,-121.890861
Audi,S5,car,2018,GASOLINE,88,,Campbell,CA,37.283449,-121.947777
Jeep,Wrangler JK,suv,2018,GASOLINE,89,,San Jose,CA,37.348172,-121.929241
Porsche,718 Boxster,car,2017,GASOLINE,118,,Sunnyvale,CA,37.373287,-122.050495
Chevrolet,Bolt EV,car,2017,ELECTRIC,48,,San Jose,CA,37.265879,-121.94082
BMW,X5,suv,2019,GASOLINE,100,,San Jose,CA,37.400747,-121.919623
Chevrolet,Suburban,suv,2013,GASOLINE,79,,San Jose,CA,37.372191,-121.924834
Tesla,Model S,car,2018,ELECTRIC,159,,San Jose,CA,37.357362,-121.878298
Toyota,Prius Prime,car,2017,HYBRID,38,,San Jose,CA,37.310842,-121.910647
Toyota,Prius Prime,car,2017,HYBRID,54,,San Jose,CA,37.367573,-121.819019
Tesla,Model 3,car,2018,ELECTRIC,100,,Los Gatos,CA,37.242819,-121.932302
Tesla,Model 3,car,2020,ELECTRIC,90,,San Jose,CA,37.274075,-121.889666
Toyota,RAV4,suv,2015,GASOLINE,49,,San Jose,CA,37.402182,-121.860545
Porsche,Boxster,car,2013,GASOLINE,118,,Sunnyvale,CA,37.371558,-122.050584
Tesla,Model 3,car,2018,ELECTRIC,119,,San Jose,CA,37.317749,-121.769232
Tesla,Model 3,car,2019,ELECTRIC,125,,San Jose,CA,37.403089,-121.847671
Maserati,Ghibli,car,2017,GASOLINE,87,,Sunnyvale,CA,37.346308,-122.052348
Tesla,Model 3,car,2018,,79,,Palo Alto,CA,37.41154,-122.12344
Polaris,Slingshot,car,2016,,109,,San Jose,CA,37.370745,-121.926598
Audi,Q7,suv,2014,GASOLINE,71,,San Jose,CA,37.249842,-121.795711
Toyota,Prius Prime,car,2019,HYBRID,62,,San Jose,CA,37.326636,-121.766932
Jaguar,F-TYPE,car,2014,GASOLINE,190,,San Jose,CA,37.33094,-121.790797
Tesla,Model 3,car,2020,ELECTRIC,90,,Morgan Hill,CA,37.137339,-121.655931
Tesla,Model X,suv,2017,ELECTRIC,139,,SANTA CLARA,CA,37.362982,-121.982016
Honda,Odyssey,minivan,2019,GASOLINE,58,,San Jose,CA,37.309217,-121.910272
Tesla,Model 3,car,2019,,79,,Foster City,CA,37.562993,-122.269139
Audi,RS 3,car,2018,GASOLINE,114,,Los Gatos,CA,37.222707,-121.98737
Tesla,Model S,car,2014,ELECTRIC,140,,San Jose,CA,37.421397,-121.859441
BMW,M4,car,2016,GASOLINE,180,,Santa Clara,CA,37.340968,-121.979275
BMW,3 Series,car,2011,GASOLINE,55,,San Jose,CA,37.330328,-121.887143
Porsche,718 Cayman,car,2018,GASOLINE,240,,San Jose,CA,37.309761,-121.91739
Tesla,Model 3,car,2019,,79,,Palo Alto,CA,37.417321,-122.131238
INFINITI,Q50,car,2018,GASOLINE,49,,Sunnyvale,CA,37.372723,-122.050297
BMW,X3,suv,2014,GASOLINE,62,,San Jose,CA,37.405288,-121.939558
Tesla,Model 3,car,2018,ELECTRIC,89,,Santa Clara,CA,37.36353,-121.982078
Chevrolet,Corvette Stingray,car,2014,GASOLINE,139,,Fremont,CA,37.503564,-121.961222
BMW,3 Series,car,2016,GASOLINE,63,,San Jose,CA,37.368573,-121.819114
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,85,,San Jose,CA,37.332884,-121.896529
Porsche,911,car,2014,GASOLINE,159,,San Jose,CA,37.426358,-121.970598
BMW,3 Series,car,2009,GASOLINE,46,,Daly City,CA,37.687116,-122.469936
Honda,Odyssey,minivan,2015,GASOLINE,44,,San Jose,CA,37.335208,-121.895074
Tesla,Model 3,car,2019,,79,,Foster City,CA,37.569326,-122.275737
Mercedes-Benz,C-Class,car,2009,GASOLINE,49,,San Jose,CA,37.333073,-121.896368
Mercedes-Benz,SLK-Class,car,2012,GASOLINE,79,,Mountain View,CA,37.396003,-122.095531
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,85,,San Jose,CA,37.324529,-121.89245
Lexus,RX 350,suv,2010,GASOLINE,40,,San Jose,CA,37.369661,-121.921184
Ford,Mustang,car,2010,GASOLINE,49,,San Francisco,CA,37.803352,-122.427233
Porsche,Cayenne,suv,2014,GASOLINE,125,,San Jose,CA,37.406415,-121.84542
Tesla,Model 3,car,2020,ELECTRIC,200,,Milpitas,CA,37.410731,-121.897677
BMW,X5,suv,2008,GASOLINE,39,,San Jose,CA,37.340238,-121.886046
Chevrolet,Corvette,car,2020,GASOLINE,350,,Milpitas,CA,37.40625,-121.907476
Honda,Civic,car,2012,GASOLINE,33,,San Jose,CA,37.309134,-121.967194
BMW,M4,car,2018,GASOLINE,199,,Campbell,CA,37.287473,-121.959897
Mazda,3,car,2018,GASOLINE,30,,San Jose,CA,37.262292,-121.879121
Honda,Odyssey,minivan,2014,GASOLINE,38,,San Jose,CA,37.309319,-121.910511
Honda,Odyssey,minivan,2019,GASOLINE,72,,San Jose,CA,37.334621,-121.895638
Ford,Mustang,car,2017,GASOLINE,82,,Sunnyvale,CA,37.372612,-122.050277
Ferrari,California,car,2012,GASOLINE,518,,San Jose,CA,37.242363,-121.800051
Tesla,Model 3,car,2018,ELECTRIC,94,,Sunnyvale,CA,37.398655,-122.012553
Honda,Odyssey,minivan,2013,GASOLINE,36,,San Jose,CA,37.308165,-121.966932
Subaru,WRX,car,2018,GASOLINE,87,,San Jose,CA,37.363828,-121.814071
Toyota,Prius,car,2016,HYBRID,38,,San Jose,CA,37.308988,-121.911061
Subaru,Ascent,suv,2019,GASOLINE,86,,San Jose,CA,37.362168,-121.813146
BMW,4 Series,car,2015,GASOLINE,80,,Sunnyvale,CA,37.348694,-122.052112
Land Rover,Discovery Sport,suv,2016,GASOLINE,80,,San Jose,CA,37.308996,-121.916397
Tesla,Model 3,car,2019,ELECTRIC,79,,Santa Clara,CA,37.351853,-121.953557
Tesla,Model 3,car,2018,ELECTRIC,79,,Santa Clara,CA,37.351824,-121.952282
Tesla,Model X,suv,2017,ELECTRIC,138,,San Jose,CA,37.372469,-121.879871
Audi,A3,car,2016,GASOLINE,69,,San Jose,CA,37.325672,-121.891347
Toyota,Highlander Hybrid,suv,2020,HYBRID,88,,San Jose,CA,37.334765,-121.896289
FIAT,500e,car,2017,ELECTRIC,40,,San Jose,CA,37.311668,-121.90472
BMW,4 Series Gran Coupe,car,2016,GASOLINE,70,,San Jose,CA,37.334889,-121.887143
Mercedes-Benz,GL-Class,suv,2014,GASOLINE,85,,Sunnyvale,CA,37.366943,-122.013318
Acura,ILX,car,2013,GASOLINE,40,,San Jose,CA,37.367738,-121.819474
BMW,M3,car,2016,GASOLINE,105,,Milpitas,CA,37.404565,-121.894116
BMW,4 Series,car,2018,GASOLINE,75,,San Jose,CA,37.251177,-121.875524
Tesla,Model 3,car,2018,,99,,San Jose,CA,37.301997,-122.027053
BMW,4 Series,car,2018,GASOLINE,79,,Santa Clara,CA,37.351782,-121.952163
Porsche,Boxster,car,2014,GASOLINE,95,,San Jose,CA,37.300276,-121.804458
BMW,3 Series,car,2008,GASOLINE,45,,San Jose,CA,37.340363,-121.886026
BMW,3 Series,car,2007,GASOLINE,44,,San Jose,CA,37.339595,-121.886177
Audi,S4,car,2012,GASOLINE,68,,Fremont,CA,37.516892,-121.969135
Tesla,Model 3,car,2018,ELECTRIC,119,,San Jose,CA,37.312602,-121.976758
Toyota,Sienna,minivan,2011,GASOLINE,49,,San Jose,CA,37.367029,-121.81867
Toyota,Highlander,suv,2010,GASOLINE,50,,San Jose,CA,37.335018,-121.895117
